property_name,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft (₹),price (₹ Lac),floor_cleaned
2 BHK  House for Sale in Kadodara Surat,Carpet Area,650.0,Resale,Ready to Move,Unfurnished,East,3030.0,20.0,5
2 BHK Apartment for Sale in Varachha Surat,Super Area,990.0,Resale,Ready to Move,Unfurnished,North,3838.0,38.0,1
2 BHK Apartment for Sale in Surat,Super Area,1161.0,Resale,Ready to Move,Semi-Furnished,East,4005.0,46.5,1
2 BHK Villa for Sale in Udhana Surat,Super Area,432.0,Resale,Ready to Move,Unfurnished,East,2778.0,12.0,5
  Office Space for Sale in Sayan Surat,Super Area,200.0,Resale,Ready to Move,Unfurnished,East,9000.0,18.0,1
1 BHK Apartment for Sale in Dindoli Surat,Super Area,801.0,Resale,Ready to Move,Unfurnished,East,1998.0,16.0,9
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1092.0,New Property,Poss. by May '26,Unfurnished,East,3200.0,34.9,14
2 BHK Apartment for Sale in Pal Gam Surat,Carpet Area,1000.0,Resale,Ready to Move,Unfurnished,East,3529.0,45.0,3
  Shop for Sale in Adajan Patiya Surat,Carpet Area,210.0,Resale,Ready to Move,Unfurnished,East,8571.0,30.0,1
"2 BHK Apartment for Sale in Govindji Park, Umra Surat",Super Area,1200.0,Resale,Ready to Move,Unfurnished,East,3750.0,45.0,4
3 BHK  House for Sale in santeria Marie gold Surat,Super Area,100.0,Resale,Ready to Move,Unfurnished,East,3994.0,36.0,5
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,Resale,Ready to Move,Unfurnished,East,3594.0,45.0,5
  Shop for Sale in Dindoli Surat,Carpet Area,504.0,Resale,Ready to Move,Unfurnished,East,3871.0,19.5,1
2 BHK Builder Floor for Sale in Gopi Pura Surat,Super Area,1000.0,Resale,Ready to Move,Furnished,East,2500.0,25.0,3
"  Shop for Sale in Aagam Prestige, Dumas Road Surat",Carpet Area,118.0,Resale,Ready to Move,Unfurnished,East,7806.0,18.5,1
1 BHK  House for Sale in Dindoli Surat,Super Area,504.0,Resale,Ready to Move,Unfurnished,West,3968.0,20.0,1
1 BHK Builder Floor for Sale in Punagam Surat,Super Area,625.0,Resale,Ready to Move,Semi-Furnished,East,2642.0,16.5,3
2 BHK Apartment for Sale in Piplod Surat,Carpet Area,800.0,Resale,Ready to Move,Furnished,East,4167.0,50.0,5
2 BHK  House for Sale in Masma Village Surat,Super Area,720.0,Resale,Ready to Move,Unfurnished,East,4028.0,29.0,1
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat",Super Area,1050.0,Resale,Ready to Move,Unfurnished,East,3714.0,39.0,8
  Shop for Sale in Amroli Surat,Carpet Area,210.0,Resale,Ready to Move,Unfurnished,East,14793.0,50.0,10
1 BHK Apartment for Sale in Vadod Gam Surat,Super Area,671.0,Resale,Ready to Move,Semi-Furnished,East,2683.0,18.0,2
4 BHK Apartment for Sale in Udhna Surat,Super Area,1360.0,Resale,Ready to Move,Semi-Furnished,East,2647.0,36.0,2
2 BHK Apartment for Sale in Althan Surat,Super Area,1241.0,New Property,Poss. by Jul '24,Unfurnished,East,3626.0,45.0,7
  Shop for Sale in Rustampura Surat,Super Area,250.0,Resale,Ready to Move,Unfurnished,East,20000.0,50.0,4
2 BHK Builder Floor for Sale in Jahangir Pura Surat,Super Area,1150.0,Resale,Ready to Move,Unfurnished,East,2783.0,32.0,3
"3 BHK Apartment for Sale in Penttagon Residency, Palanpur Jakatnaka Surat",Super Area,1384.0,New Property,Ready to Move,Unfurnished,East,3505.0,48.5,7
"1 BHK Apartment for Sale in Regent Plaza, Dindoli Surat",Carpet Area,546.0,Resale,Ready to Move,Semi-Furnished,East,2597.0,22.0,2
  Plot/Land for Sale in Sayan Surat,Plot Area,860.0,Resale,Ready to Move,Unfurnished,East,1744.0,15.0,3
  Plot/Land for Sale in Pandesara Surat,Plot Area,540.0,Resale,Ready to Move,Unfurnished,East,6481.0,35.0,5
2 BHK  House for Sale in Unn Patiya Surat,Super Area,547.0,Resale,Ready to Move,Furnished,East,5484.0,30.0,1
2 BHK  House for Sale in Sayan Surat,Super Area,800.0,Resale,Ready to Move,Unfurnished,East,2000.0,16.0,1
3 BHK  House for Sale in Dindoli Surat,Carpet Area,532.0,New Property,Ready to Move,Semi-Furnished,East,6203.0,33.0,1
1 BHK Builder Floor for Sale in Bhatar Surat,Super Area,800.0,Resale,Ready to Move,Furnished,East,3500.0,28.0,1
1 BHK  House for Sale in Sachin Surat,Super Area,400.0,Resale,Ready to Move,Unfurnished,East,3500.0,14.0,5
3 BHK Apartment for Sale in Morabhagal Surat,Carpet Area,745.0,Resale,Ready to Move,Semi-Furnished,East,2909.0,32.0,9
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,980.0,Resale,Ready to Move,Furnished,East,3281.0,42.0,1
  Shop for Sale in Nan Pura Surat,Super Area,144.0,Resale,Ready to Move,Unfurnished,East,14583.0,21.0,1
1 BHK Builder Floor for Sale in Nan Pura Surat,Super Area,650.0,Resale,Ready to Move,Unfurnished,East,3385.0,22.0,3
1 BHK Apartment for Sale in Royal plaza socity Surat,Carpet Area,500.0,Resale,Ready to Move,Semi-Furnished,Main Road,2800.0,21.0,3
"3 BHK Apartment for Sale in Varni Siddheshwar Heights, Sarthana Jakat Naka Surat",Carpet Area,602.0,Resale,Poss. by Feb '25,Semi-Furnished,East,3728.0,34.0,10
1 BHK Apartment for Sale in 103 AjithNath Awas Surat,Super Area,630.0,Resale,Ready to Move,Unfurnished,East,3333.0,21.0,1
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Ready to Move,Unfurnished,East,4259.0,48.0,16
2 BHK Apartment for Sale in Mota Varachha Surat,Super Area,1312.0,Resale,Ready to Move,Unfurnished,North,3800.0,49.9,2
  Plot/Land for Sale in Masma Village Surat,Plot Area,927.0,Resale,Ready to Move,Unfurnished,East,1942.0,18.0,3
"2 BHK Apartment for Sale in Vaidehi Heights, Dindoli Surat",Super Area,951.0,Resale,Ready to Move,Furnished,Main Road,2944.0,28.0,2
  House for Sale in Chikuwadi Surat,Super Area,2000.0,Resale,Ready to Move,Unfurnished,East,2000.0,40.0,5
  Shop for Sale in Borsad Surat,Super Area,314.0,Resale,Ready to Move,Unfurnished,East,8500.0,26.7,1
"2 BHK Apartment for Sale in Salasar Icon, Dindoli Surat",Carpet Area,1136.0,Resale,Ready to Move,Unfurnished,East,2817.0,32.0,1
2 BHK Apartment for Sale in bejanwala complex Surat,Super Area,1250.0,Resale,Ready to Move,Unfurnished,East,3200.0,40.0,5
  Shop for Sale in Surat Surat,Carpet Area,238.0,Resale,Ready to Move,Unfurnished,East,16807.0,40.0,4
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",Carpet Area,1265.0,Resale,Ready to Move,Unfurnished,East,3162.0,40.0,13
2 BHK  House for Sale in Olpad Sayan Road Surat,Super Area,850.0,Resale,Ready to Move,Unfurnished,East,2118.0,18.0,1
4 BHK  House for Sale in Navagam Surat,Super Area,1450.0,Resale,Ready to Move,Unfurnished,East,2069.0,30.0,2
1 BHK  House for Sale in Bardoli Surat,Super Area,500.0,Resale,Ready to Move,Unfurnished,East,2800.0,14.0,1
1 BHK Apartment for Sale in Suman sagar  vesu surat Surat,Super Area,450.0,Resale,Ready to Move,Unfurnished,East,3000.0,13.5,6
"2 BHK Apartment for Sale in Green Valley, Adajan Surat",Carpet Area,1150.0,Resale,Ready to Move,Unfurnished,East,4700.0,39.0,6
2 BHK Apartment for Sale in Surat,Super Area,1040.0,Resale,Ready to Move,Unfurnished,East,3846.0,40.0,2
2 BHK Villa for Sale in Karamala Surat,Carpet Area,800.0,Resale,Poss. by Aug '24,Unfurnished,East,2912.0,19.5,5
"1 BHK Apartment for Sale in Pooja Flats, Adajan Surat",Super Area,700.0,Resale,Ready to Move,Furnished,East,2857.0,20.0,2
  Office Space for Sale in Udhana Surat,Super Area,200.0,Resale,Ready to Move,Unfurnished,East,6500.0,13.0,1
"5 BHK  House for Sale in Mahavir Nagar, Amroli Surat",Super Area,1258.0,Resale,Ready to Move,Unfurnished,East,3816.0,48.0,5
1 BHK Builder Floor for Sale in LP Savani Surat,Super Area,570.0,Resale,Ready to Move,Semi-Furnished,East,3509.0,20.0,4
"2 BHK Apartment for Sale in Vraj Township, Jahangir Pura Surat",Carpet Area,880.0,New Property,Ready to Move,Semi-Furnished,West,2564.0,30.0,1
  Office Space for Sale in Yoginagar Society Surat,Carpet Area,272.0,Resale,Ready to Move,Unfurnished,East,4486.0,24.0,4
2 BHK  House for Sale in Lambe Hanuman Road Surat,Carpet Area,700.0,Resale,Ready to Move,Unfurnished,East,6250.0,50.0,5
"1 BHK Apartment for Sale in Akash Weekend Address, Dumas Road Surat",Carpet Area,580.0,Resale,Ready to Move,Unfurnished,East,4569.0,26.5,9
"  Shop for Sale in Aagam Vivianna, Vesu Surat",Carpet Area,100.0,Resale,Ready to Move,Unfurnished,East,9301.0,18.2,1
"2 BHK Apartment for Sale in Swapna Srusthi Residency Plots, Bhestan Surat",Carpet Area,750.0,Resale,Ready to Move,Semi-Furnished,East,2722.0,24.5,1
  Office Space for Sale in Katar Gam Surat,Carpet Area,211.0,Resale,Ready to Move,Unfurnished,East,9611.0,39.5,2
2 BHK Apartment for Sale in real kedar bhavan Surat,Carpet Area,800.0,Resale,Ready to Move,Furnished,East,2719.0,32.0,8
"2 BHK Apartment for Sale in Mahavir Residency, Rander Road Surat",Carpet Area,1326.0,Resale,Ready to Move,Semi-Furnished,East,3333.0,50.0,3
"2 BHK Apartment for Sale in Stuti Empress, Palanpur Surat",Super Area,1250.0,Resale,Ready to Move,Semi-Furnished,East,3280.0,41.0,11
2 BHK  House for Sale in Godadara Surat,Super Area,1235.0,Resale,Ready to Move,Unfurnished,East,3239.0,40.0,1
"2 BHK Apartment for Sale in Parishram Park, Jahangirabad Surat",Super Area,970.0,Resale,Ready to Move,Furnished,East,3918.0,38.0,3
2 BHK  House for Sale in Velanja Surat,Super Area,140.0,Resale,Ready to Move,Unfurnished,East,2778.0,35.0,5
1 BHK Builder Floor for Sale in Piplod Surat,Super Area,785.0,Resale,Ready to Move,Semi-Furnished,East,4076.0,32.0,2
"2 BHK Apartment for Sale in Ramaa Residency, Jahangirabad Surat",Carpet Area,650.0,Resale,Ready to Move,Furnished,East,3814.0,45.0,9
  Office Space for Sale in Katargam Surat,Super Area,200.0,Resale,Ready to Move,Unfurnished,East,10000.0,20.0,2
2 BHK  House for Sale in Madhuvan Bungalow Dindoli Surat,Super Area,456.0,Resale,Ready to Move,Furnished,East,9430.0,43.0,1
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1000.0,Resale,Ready to Move,Unfurnished,East,3500.0,35.0,5
1 BHK Builder Floor for Sale in Amroli Surat,Super Area,480.0,Resale,Ready to Move,Unfurnished,East,1979.0,9.5,1
"2 BHK Apartment for Sale in Vaishnodevi Residency, Dahin Nagar Surat",Carpet Area,1058.0,Resale,Ready to Move,Furnished,South,3214.0,34.0,1
"2 BHK Apartment for Sale in Nakshatra Solitaire, Palanpur Surat",Super Area,1203.0,Resale,Ready to Move,Unfurnished,East,3832.0,46.1,6
2 BHK Apartment for Sale in Umra Surat,Carpet Area,625.0,Resale,Ready to Move,Unfurnished,East,7564.0,50.0,3
"1 BHK Apartment for Sale in Jivandeep Swastik Pride, Surat City Surat",Carpet Area,575.0,Resale,Ready to Move,Semi-Furnished,East,2667.0,20.0,3
"2 BHK Apartment for Sale in Siddhi Vinayak Heights, Pal Surat",Super Area,1200.0,Resale,Ready to Move,Unfurnished,East,3750.0,45.0,7
"2 BHK Apartment for Sale in Vaidehi Heights, Dindoli Surat",Carpet Area,1050.0,Resale,Ready to Move,Furnished,East,3477.0,36.5,2
2 BHK  House for Sale in Chalthan Surat,Carpet Area,1450.0,Resale,Ready to Move,Unfurnished,East,2118.0,36.0,1
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1500.0,Resale,Ready to Move,Semi-Furnished,East,3333.0,50.0,4
"2 BHK Apartment for Sale in Meera Avenue, Khadsad Surat",Super Area,1251.0,Resale,Ready to Move,Unfurnished,Main Road,3437.0,43.0,8
4 BHK  House for Sale in Dindoli Surat,Super Area,900.0,Resale,Ready to Move,Unfurnished,East,3111.0,28.0,2
1 BHK Apartment for Sale in Angan Appartment Surat,Carpet Area,695.0,Resale,Ready to Move,Furnished,East,3022.0,21.0,3
1 BHK  House for Sale in Kosamba Surat,Super Area,480.0,Resale,Ready to Move,Unfurnished,East,1875.0,9.0,5
"1 BHK Apartment for Sale in Ambika Township, Dindoli Surat",Super Area,630.0,Resale,Ready to Move,Unfurnished,East,2381.0,15.0,4
"  Office Space for Sale in Amby Valley Heights and Arcade, Uttran Surat",Super Area,482.0,Resale,Ready to Move,Unfurnished,East,7261.0,35.0,5
2 BHK Apartment for Sale in Udhana Surat,Super Area,650.0,Resale,Ready to Move,Unfurnished,East,5385.0,35.0,4
"1 BHK Penthouse for Sale in Echo Point, Althan Surat",Super Area,1190.0,Resale,Ready to Move,Furnished,East,3613.0,43.0,11
  Office Space for Sale in Jolva Surat,Carpet Area,180.0,Resale,Ready to Move,Unfurnished,East,3947.0,14.2,1
"1 BHK Apartment for Sale in Shagun Residency, Jahangir Pura Surat",Super Area,824.0,Resale,Ready to Move,Unfurnished,East,3641.0,30.0,5
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Carpet Area,700.0,Resale,Ready to Move,Semi-Furnished,East,3200.0,40.0,13
  Shop for Sale in Chauta Bazar Surat,Carpet Area,110.0,Resale,Ready to Move,Unfurnished,East,16832.0,34.0,4
 Studio Apartment for Sale in Sagrampura Surat,Super Area,350.0,Resale,Ready to Move,Unfurnished,East,2571.0,9.0,4
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,750.0,New Property,Ready to Move,Unfurnished,East,3800.0,47.5,9
"2 BHK Apartment for Sale in Pavalion Warribee Victoria, Rander Surat",Carpet Area,900.0,Resale,Ready to Move,Semi-Furnished,East,4700.0,40.0,1
1 BHK Builder Floor for Sale in Sachin Surat,Super Area,550.0,Resale,Ready to Move,Unfurnished,East,1682.0,9.3,3
  Showroom for Sale in Chauta Bazar Surat,Super Area,1000.0,Resale,Ready to Move,Unfurnished,East,3500.0,35.0,1
"2 BHK Apartment for Sale in Rajhans Platinum, Palanpur Surat",Super Area,1170.0,Resale,Ready to Move,Semi-Furnished,East,3675.0,43.0,4
1 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,500.0,Resale,Ready to Move,Unfurnished,East,4400.0,22.0,2
"2 BHK Builder Floor for Sale in Vitthal Bunglows, Bardoli Surat",Super Area,1300.0,Resale,Ready to Move,Unfurnished,East,1615.0,21.0,3
1 BHK Apartment for Sale in Udhna Surat,Carpet Area,350.0,Resale,Ready to Move,Unfurnished,East,4700.0,12.0,1
"2 BHK Apartment for Sale in Samruddhi Apartment, Gopi Pura Surat",Carpet Area,855.0,Resale,Ready to Move,Semi-Furnished,West,2527.0,30.0,3
"2 BHK Apartment for Sale in Siddhi Vinayak Residency, Sachin Surat",Super Area,1075.0,Resale,Ready to Move,Semi-Furnished,East,2512.0,27.0,6
"  Office Space for Sale in Kailashdeep Complex, Ring Road Surat",Carpet Area,187.0,Resale,Ready to Move,Unfurnished,East,8021.0,15.0,1
2 BHK Builder Floor for Sale in Katar Gam Surat,Super Area,925.0,Resale,Ready to Move,Semi-Furnished,East,2486.0,23.0,3
1 BHK Builder Floor for Sale in Saroli Surat,Carpet Area,12.0,Resale,Ready to Move,Unfurnished,East,33333.0,5.0,5
"2 BHK Apartment for Sale in Sumeru Sky Residency, Mota Varachha Surat",Carpet Area,800.0,Resale,Ready to Move,Furnished,North,4091.0,45.0,8
2 BHK Apartment for Sale in Parvat Patia Surat,Super Area,1275.0,Resale,Ready to Move,Furnished,East,3608.0,46.0,13
  Plot/Land for Sale in Dandi Road Surat,Plot Area,1685.0,Resale,Ready to Move,Unfurnished,Garden/Park,2077.0,35.0,5
1 BHK Apartment for Sale in 214 Surat,Carpet Area,36.0,Resale,Ready to Move,Unfurnished,East,3889.0,18.0,2
"  Office Space for Sale in Happy Green Signature Shoppers, Vesu Surat",Carpet Area,450.0,New Property,Ready to Move,Unfurnished,East,4556.0,41.0,3
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,500.0,Resale,Ready to Move,Unfurnished,East,3600.0,18.0,4
1 BHK  House for Sale in Dindoli Surat,Super Area,450.0,Resale,Ready to Move,Unfurnished,East,3333.0,15.0,1
2 BHK  House for Sale in Olpad Surat,Super Area,900.0,Resale,Ready to Move,Unfurnished,East,3222.0,29.0,1
2 BHK Apartment for Sale in Sagrampura Surat,Super Area,762.0,Resale,Ready to Move,Unfurnished,East,2428.0,18.5,1
2 BHK Villa for Sale in Sai Vatika Recidency Olpad Sayan road Surat,Super Area,813.0,Resale,Ready to Move,Unfurnished,East,3198.0,26.0,5
  Plot/Land for Sale in Bhestan Surat,Plot Area,756.0,Resale,Ready to Move,Unfurnished,East,3968.0,30.0,5
1 BHK Apartment for Sale in Katar Gam Surat,Super Area,400.0,Resale,Ready to Move,Unfurnished,East,2750.0,11.0,1
  Office Space for Sale in Ring Road Surat,Super Area,300.0,Resale,Ready to Move,Unfurnished,East,11667.0,35.0,1
"1 BHK Apartment for Sale in Orchid nest ,palanpur patia Surat",Super Area,851.0,Resale,Ready to Move,Unfurnished,East,2761.0,23.5,4
  Shop for Sale in Soni Falia Surat,Carpet Area,400.0,Resale,Ready to Move,Unfurnished,East,6250.0,25.0,5
1 BHK Apartment for Sale in Adajan Gam Surat,Carpet Area,625.0,Resale,Ready to Move,Semi-Furnished,Main Road,3213.0,26.5,2
2 BHK Apartment for Sale in Swagat home Surat,Super Area,973.0,Resale,Ready to Move,Unfurnished,East,3444.0,33.5,14
"2 BHK Apartment for Sale in Royal Nest, Adajan Surat",Carpet Area,55.0,Resale,Ready to Move,Unfurnished,East,10101.0,8.9,3
"2 BHK Apartment for Sale in Rajhans Wings, Palanpur Surat",Carpet Area,850.0,Resale,Ready to Move,Furnished,East,3913.0,45.0,7
  Plot/Land for Sale in Maroli Surat,Plot Area,963.0,Resale,Ready to Move,Unfurnished,East,987.0,9.5,2
1 BHK Apartment for Sale in Nan Pura Surat,Super Area,650.0,Resale,Ready to Move,Furnished,East,2769.0,18.0,1
"2 BHK Apartment for Sale in Gordhan Green Valley Mangalam Park Bldg S, Dindoli Surat",Carpet Area,710.0,Resale,Ready to Move,Unfurnished,East,2667.0,30.0,5
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1180.0,Resale,Ready to Move,Furnished,East,4237.0,50.0,5
"2 BHK Villa for Sale in Nilkanth Height, Sachin Surat",Carpet Area,800.0,Resale,Ready to Move,Unfurnished,East,4700.0,29.0,5
  Office Space for Sale in Ring Road Surat,Carpet Area,180.0,Resale,Ready to Move,Unfurnished,East,6333.0,19.0,4
2 BHK Apartment for Sale in Pal Surat,Super Area,1071.0,Resale,Ready to Move,Unfurnished,East,3922.0,42.0,10
1 BHK Builder Floor for Sale in Sayan Surat,Super Area,775.0,Resale,Ready to Move,Unfurnished,East,1161.0,9.0,1
"2 BHK Apartment for Sale in Apt Swaminagar Society, Bhatar Surat",Super Area,591.0,Resale,Ready to Move,Semi-Furnished,East,3384.0,20.0,3
2 BHK Apartment for Sale in Sahjanand heights Surat,Super Area,865.0,Resale,Ready to Move,Semi-Furnished,East,4740.0,41.0,10
"2 BHK Apartment for Sale in Nilkanth Seven Homes, Dindoli Surat",Super Area,1120.0,Resale,Ready to Move,Furnished,East,3260.0,36.5,3
2 BHK Apartment for Sale in radha flats Surat,Carpet Area,1250.0,Resale,Ready to Move,Furnished,East,4700.0,35.0,2
4 BHK  House for Sale in Bamroli Surat,Super Area,2000.0,Resale,Ready to Move,Unfurnished,East,2100.0,42.0,2
 Studio Apartment for Sale in Dindoli Surat,Super Area,250.0,Resale,Ready to Move,Semi-Furnished,East,4000.0,10.0,2
"3 BHK Apartment for Sale in Mangalam Park, Piplod Surat",Super Area,1420.0,Resale,Ready to Move,Unfurnished,North,3169.0,45.0,5
  Plot/Land for Sale in Pandesara Surat,Plot Area,420.0,Resale,Ready to Move,Unfurnished,East,3333.0,14.0,1
1 BHK Apartment for Sale in Athwalines Surat,Super Area,700.0,Resale,Ready to Move,Unfurnished,East,3571.0,25.0,3
"1 BHK Apartment for Sale in Ambika Township, Dindoli Surat",Carpet Area,550.0,Resale,Ready to Move,Unfurnished,East,2638.0,14.5,4
  Shop for Sale in Adajan Surat,Super Area,160.0,Resale,Ready to Move,Unfurnished,East,12500.0,20.0,6
7 BHK  House for Sale in Himant Nagar Chowkdi Surat,Super Area,25000.0,Resale,Ready to Move,Furnished,East,20.0,5.0,2
1 BHK Builder Floor for Sale in Bardoli Surat,Super Area,646.0,Resale,Ready to Move,Unfurnished,East,1858.0,12.0,1
"  Office Space for Sale in Rajhans Stadium Plaza, Palanpur Surat",Super Area,540.0,Resale,Ready to Move,Unfurnished,East,5185.0,28.0,3
3 BHK  House for Sale in Kamrej Surat,Super Area,1000.0,Resale,Ready to Move,Unfurnished,East,2500.0,25.0,1
"2 BHK Apartment for Sale in Parishram Park, Jahangirabad Surat",Carpet Area,800.0,Resale,Ready to Move,Unfurnished,East,3333.0,40.0,4
1 BHK Builder Floor for Sale in Jahangir Pura Surat,Super Area,813.0,Resale,Ready to Move,Unfurnished,East,3500.0,28.5,4
1 BHK Apartment for Sale in star pavitra nagri kholvad Surat,Carpet Area,400.0,Resale,Ready to Move,Unfurnished,East,2750.0,22.0,7
"2 BHK Apartment for Sale in JT JT Stuti Icon, Adajan Surat",Super Area,1256.0,Resale,Ready to Move,Unfurnished,Garden/Park,2994.0,37.6,4
  Shop for Sale in laksh plaza Surat,Carpet Area,440.0,Resale,Ready to Move,Unfurnished,East,8889.0,40.0,2
3 BHK Villa for Sale in Vyara Surat,Super Area,900.0,Resale,Ready to Move,Unfurnished,East,2834.0,25.5,5
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1187.0,New Property,Ready to Move,Semi-Furnished,East,2485.0,29.5,4
  Shop for Sale in Sagrampura Surat,Carpet Area,150.0,Resale,Ready to Move,Unfurnished,East,16667.0,25.0,4
4 BHK  House for Sale in Katargam Surat,Super Area,200.0,Resale,Ready to Move,Semi-Furnished,East,2222.0,40.0,2
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,Resale,Ready to Move,Unfurnished,East,3674.0,46.0,11
  Plot/Land for Sale in Bhestan Surat,Plot Area,702.0,Resale,Ready to Move,Unfurnished,East,3704.0,26.0,5
2 BHK Apartment for Sale in Katargam Surat,Carpet Area,630.0,Resale,Ready to Move,Semi-Furnished,Main Road,2769.0,27.0,2
  Shop for Sale in Raj world shopping complex Surat,Carpet Area,195.0,Resale,Ready to Move,Unfurnished,East,6494.0,25.0,2
"1 BHK  House for Sale in Akash, Pandesara Surat",Carpet Area,700.0,Resale,Ready to Move,Unfurnished,East,6648.0,48.0,5
"2 BHK Apartment for Sale in Green Arcade Phase 1 And 2, Adajan Surat",Carpet Area,800.0,Resale,Ready to Move,Furnished,East,2917.0,35.0,1
